Id,SalePrice
1690,184597.08
1691,180222.81
1692,271300.88
1693,167407.94
1694,188067.53
1695,168701.48
1696,282745.5
1697,172126.42
1698,383031.34
1699,355198.3
1700,252350.66
1701,252143.05
1702,238817.03
1703,249112.77
1704,299797.66
1705,242650.05
1706,474608.44
1707,232341.89
1708,220718.44
1709,277875.16
1710,233457.16
1711,266455.5
1712,237708.72
1713,251315.17
1714,220660.34
1715,205587.3
1716,191613.67
1717,161869.55
1718,134166.83
1719,207350.36
1720,264284.4
1721,161745.75
1722,118789.85
1723,156133.12
1724,213247.7
1725,227368.02
1726,189809.89
1727,162622.38
1728,177745.55
1729,166431.34
1730,166628.94
1731,118025.07
1732,130338.555
1733,118656.24
1734,118560.2
1735,135492.42
1736,114442.61
1737,347336.53
1738,217635.25
1739,250470.86
1740,204613.38
1741,194958.14
1742,179643.06
1743,171154.47
1744,285056.94
1745,241037.66
1746,232604.53
1747,215327.83
1748,215053.58
1749,155847.08
1750,135140.34
1751,227398.89
1752,117577.81
1753,133005.12
1754,196754.88
1755,177136.89
1756,131062.43
1757,125836.695
1758,145058.97
1759,163799.1
1760,161701.7
1761,135981.64
1762,167588.52
1763,173234.31
1764,118650.01
1765,155285.56
1766,166926.22
1767,202773.23
1768,145209.39
1769,153833.75
1770,139732.38
1771,136799.7
1772,140822.69
1773,140060.14
1774,122975.09
1775,143442.78
1776,127855.086
1777,116501.74
1778,137959.81
1779,111644.07
1780,180642.08
1781,135277.31
1782,97522.664
1783,126412.08
1784,101727.484
1785,120565.375
1786,144627.47
1787,175482.72
1788,52976.797
1789,91968.22
1790,82274.68
1791,174029.44
1792,151625.78
1793,137162.47
1794,151579.73
1795,135212.61
1796,132605.16
1797,118856.52
1798,127010.78
1799,118562.664
1800,131941.47
1801,129135.56
1802,140935.86
1803,140137.17
1804,147045.58
1805,133957.08
1806,122564.42
1807,126075.14
1808,118003.21
1809,125887.39
1810,143778.05
1811,100797.375
1812,106955.8
1813,123988.04
1814,97300.336
1815,48552.895
1816,95883.586
1817,117830.83
1818,136253.95
1819,119084.76
1820,60724.977
1821,119360.27
1822,147778.69
1823,44971.535
1824,141776.25
1825,135140.33
1826,102682.67
1827,99800.586
1828,142915.17
1829,111282.195
1830,141485.64
1831,144068.38
1832,92858.414
1833,140506.73
1834,123723.74
1835,150633.72
1836,132587.81
1837,89097.76
1838,131257.86
1839,80671.87
1840,178958.2
1841,155310.02
1842,76069.04
1843,134946.22
1844,143136.25
1845,129993.04
1846,150102.3
1847,155728.12
1848,53181.996
1849,119664.984
1850,126552.63
1851,152425.3
1852,127918.3
1853,131649.45
1854,176056.6
1855,156759.9
1856,220190.34
1857,161083.95
1858,132783.27
1859,119529.375
1860,152059.78
1861,118611.17
1862,257255.95
1863,238021.83
1864,238021.83
1865,326916.75
1866,334471.78
1867,241284.22
1868,300312.9
1869,203177.64
1870,243012.25
1871,247671.84
1872,165599.4
1873,237226.52
1874,142859.44
1875,198988.16
1876,187594.62
1877,212078.4
1878,204669.89
1879,139584.83
1880,137275.88
1881,221965.34
1882,242017.23
1883,201601.03
1884,212030.4
1885,264636.88
1886,307485.5
1887,198148.97
1888,275639.1
1889,160187.23
1890,133455.28
1891,142935.62
1892,103377.96
1893,136832.61
1894,120589.086
1895,141384.06
1896,125114.336
1897,117664.984
1898,102206.41
1899,157757.97
1900,161941.42
1901,160336.83
1902,126892.055
1903,198916.78
1904,152453.69
1905,194237.89
1906,175049.84
1907,199511.31
1908,122628.734
1909,141732.33
1910,121890.41
1911,199787.17
1912,302319.72
1913,142369.44
1914,61806.855
1915,339856.75
1916,63732.04
1917,249481.14
1918,135152.17
1919,164482.36
1920,135957.97
1921,410055.28
1922,319739.2
1923,227319.11
1924,246038.48
1925,223128.88
1926,368243.75
1927,139243.27
1928,162542.56
1929,127398.23
1930,131389.97
1931,137888.64
1932,135991.69
1933,174585.56
1934,182753.02
1935,183430.77
1936,191212.03
1937,181792.58
1938,177930.4
1939,268762.75
1940,202460.95
1941,167359.2
1942,189712.73
1943,203722.56
1944,337515.75
1945,382874.47
1946,170500.27
1947,321963.9
1948,175161.86
1949,256937.45
1950,178588.77
1951,269585.97
1952,249314.28
1953,180340.95
1954,177707.11
1955,129199.24
1956,282485.44
1957,155891.0
1958,315842.1
1959,135175.61
1960,119905.86
1961,117794.42
1962,99269.11
1963,99491.086
1964,115051.8
1965,147304.39
1966,145550.44
1967,316244.2
1968,423831.16
1969,400109.6
1970,468186.75
1971,465973.5
1972,354205.9
1973,264400.3
1974,316257.16
1975,488888.06
1976,274418.47
1977,373020.53
1978,380975.8
1979,348431.72
1980,195058.55
1981,345111.9
1982,246460.83
1983,227498.45
1984,160672.2
1985,213003.5
1986,209964.48
1987,180361.75
1988,177899.31
1989,186841.72
1990,222931.8
1991,248030.06
1992,218301.25
1993,167156.64
1994,239482.98
1995,174960.17
1996,225749.98
1997,315386.44
1998,308905.25
1999,267125.88
2000,310960.2
2001,269160.1
2002,225954.25
2003,243913.31
2004,261493.03
2005,235177.61
2006,235131.02
2007,248572.22
2008,219645.55
2009,197226.36
2010,183207.95
2011,139171.02
2012,177039.66
2013,184208.67
2014,181636.58
2015,196958.66
2016,193100.22
2017,201468.92
2018,125643.19
2019,132296.34
2020,123757.836
2021,114745.8
2022,175949.05
2023,140330.1
2024,220279.83
2025,403018.3
2026,174932.97
2027,145181.84
2028,146322.47
2029,179005.25
2030,270620.6
2031,263683.2
2032,278148.34
2033,253189.78
2034,157576.42
2035,214495.25
2036,181419.3
2037,195310.62
2038,327470.38
2039,216008.17
2040,379173.03
2041,276204.66
2042,203170.08
2043,166193.3
2044,167175.72
2045,216598.92
2046,131558.44
2047,149479.61
2048,139023.89
2049,130892.67
2050,177434.27
2051,105819.29
2052,124834.27
2053,148897.14
2054,87618.05
2055,157318.16
2056,133002.77
2057,124053.76
2058,239716.05
2059,124333.28
2060,176593.56
2061,178123.88
2062,133754.94
2063,117914.555
2064,146017.02
2065,131714.23
2066,177565.06
2067,117427.54
2068,128021.19
2069,87443.54
2070,110609.586
2071,86254.55
2072,125401.64
2073,139413.14
2074,180668.48
2075,145867.83
2076,125749.3
2077,158323.08
2078,130042.83
2079,121737.65
2080,121580.695
2081,118892.695
2082,140511.22
2083,141054.12
2084,109973.22
2085,126456.414
2086,117019.22
2087,115692.016
2088,95491.77
2089,77157.77
2090,133315.22
2091,129531.43
2092,132431.7
2093,122728.055
2094,137906.84
2095,147855.62
2096,73873.836
2097,99218.58
2098,151563.6
2099,63258.22
2100,90445.984
2101,126961.64
2102,125098.35
2103,98296.7
2104,133735.64
2105,134080.06
2106,68986.92
2107,225374.61
2108,124930.914
2109,114683.4
2110,133306.94
2111,145709.81
2112,138086.64
2113,123231.54
2114,106558.65
2115,156243.03
2116,115611.52
2117,154072.88
2118,119771.72
2119,106420.766
2120,112122.086
2121,108150.32
2122,112925.45
2123,76105.055
2124,164271.27
2125,127657.88
2126,158135.86
2127,169671.25
2128,121872.1
2129,105309.5
2130,142990.67
2131,171077.52
2132,119681.19
2133,116638.95
2134,124923.64
2135,103923.586
2136,83664.01
2137,113677.4
2138,135557.5
2139,151936.45
2140,141899.34
2141,147163.92
2142,139761.75
2143,142536.0
2144,116310.34
2145,137835.83
2146,162519.48
2147,146062.67
2148,132582.55
2149,147376.14
2150,227135.84
2151,127474.49
2152,180949.92
2153,161370.42
2154,113016.08
2155,134524.72
2156,236668.34
2157,239322.72
2158,243707.55
2159,209596.7
2160,170630.45
2161,245738.05
2162,445989.72
2163,349430.84
2164,266242.8
2165,189630.58
2166,146889.7
2167,215989.94
2168,210559.31
2169,191669.28
2170,226008.45
2171,146187.86
2172,138991.52
2173,153563.34
2174,239904.25
2175,301528.2
2176,326958.72
2177,253940.5
2178,212562.66
2179,145378.92
2180,203138.1
2181,187150.75
2182,224635.02
2183,192482.66
2184,129908.81
2185,107375.06
2186,145025.39
2187,152477.73
2188,159825.94
2189,203211.19
2190,78237.336
2191,82286.35
2192,98266.37
2193,87029.68
2194,102738.37
2195,106629.4
2196,106490.7
2197,120184.74
2198,154022.45
2199,179797.92
2200,146478.12
2201,137023.53
2202,226463.03
2203,162280.0
2204,192814.31
2205,123627.92
2206,136330.03
2207,221189.86
2208,234562.98
2209,208879.1
2210,130519.21
2211,117718.05
2212,115650.3
2213,111288.36
2214,131880.33
2215,101976.2
2216,142250.2
2217,89427.73
2218,77402.56
2219,65935.64
2220,72176.28
2221,347161.1
2222,251383.92
2223,266379.0
2224,207375.23
2225,121007.47
2226,166520.47
2227,189775.48
2228,291720.22
2229,230032.05
2230,169957.38
2231,210664.8
2232,178527.69
2233,183622.58
2234,279007.62
2235,209065.97
2236,291663.38
2237,360526.0
2238,204462.7
2239,104265.72
2240,158945.61
2241,155810.14
2242,129350.29
2243,123335.445
2244,97295.445
2245,96926.6
2246,153778.14
2247,101917.766
2248,126190.78
2249,126629.42
2250,134849.52
2251,126047.54
2252,171976.88
2253,159429.16
2254,182644.6
2255,192791.66
2256,181379.19
2257,187455.27
2258,168299.89
2259,178208.6
2260,157231.22
2261,177885.94
2262,204637.58
2263,340966.0
2264,455622.16
2265,170422.9
2266,301574.2
2267,391739.06
2268,388804.12
2269,155253.72
2270,185129.97
2271,246214.16
2272,202973.95
2273,162826.03
2274,179050.25
2275,166000.28
2276,185373.5
2277,182920.2
2278,154077.64
2279,127927.47
2280,126636.24
2281,176552.31
2282,177660.3
2283,95976.375
2284,113877.37
2285,142614.22
2286,124867.36
2287,350105.1
2288,263590.22
2289,385553.97
2290,447696.0
2291,330507.62
2292,425661.72
2293,509810.22
2294,398218.72
2295,463079.2
2296,303832.9
2297,316420.5
2298,335553.56
2299,396359.03
2300,338790.56
2301,282292.38
2302,228520.5
2303,235455.64
2304,225222.2
2305,188818.48
2306,184166.19
2307,187695.69
2308,211079.88
2309,286312.22
2310,230343.36
2311,179963.14
2312,170748.89
2313,174289.5
2314,166476.3
2315,173720.0
2316,189812.11
2317,186751.69
2318,182011.61
2319,177852.67
2320,189871.88
2321,255828.19
2322,166374.6
2323,182341.0
2324,162421.36
2325,211703.44
2326,166132.02
2327,221010.19
2328,239608.86
2329,183759.61
2330,175410.42
2331,362243.16
2332,420634.66
2333,309880.06
2334,268394.72
2335,256109.08
2336,323899.12
2337,205880.33
2338,303798.12
2339,206513.36
2340,382653.62
2341,202597.3
2342,243951.6
2343,223998.83
2344,233016.25
2345,222885.28
2346,237295.31
2347,204353.3
2348,245093.97
2349,159342.88
2350,286042.12
2351,245551.94
2352,243847.83
2353,239074.1
2354,126499.56
2355,147930.86
2356,153430.67
2357,192375.19
2358,195466.2
2359,130282.52
2360,117321.59
2361,138247.92
2362,282193.66
2363,139382.55
2364,164583.03
2365,238407.45
2366,188023.58
2367,209728.03
2368,210922.52
2369,209332.52
2370,176451.98
2371,171007.0
2372,182669.78
2373,282747.4
2374,304894.28
2375,256844.14
2376,285300.5
2377,343627.47
2378,138249.86
2379,186331.77
2380,145628.92
2381,157684.45
2382,189960.94
2383,208953.1
2384,249033.6
2385,160227.08
2386,137663.53
2387,140527.34
2388,100110.0
2389,133791.69
2390,142690.02
2391,141140.38
2392,117315.195
2393,166588.86
2394,144683.84
2395,201354.7
2396,151940.52
2397,217292.17
2398,119389.625
2399,48794.637
2400,53130.48
2401,111914.54
2402,140271.56
2403,129230.44
2404,142692.4
2405,161007.47
2406,143372.83
2407,134586.86
2408,145701.58
2409,125432.76
2410,171914.78
2411,120842.01
2412,158434.56
2413,137609.28
2414,141068.31
2415,125018.38
2416,129638.26
2417,147152.98
2418,123530.06
2419,133832.2
2420,126361.77
2421,148305.77
2422,119209.09
2423,127474.41
2424,163644.8
2425,172443.48
2426,123903.01
2427,139102.48
2428,177411.03
2429,115952.85
2430,131184.45
2431,107303.016
2432,141835.6
2433,146520.47
2434,139659.22
2435,144391.38
2436,110014.74
2437,112634.9
2438,117969.805
2439,104317.41
2440,118971.016
2441,89142.336
2442,99225.734
2443,117060.74
2444,128823.31
2445,79037.766
2446,125934.7
2447,212051.78
2448,130227.57
2449,110441.47
2450,149651.1
2451,125052.4
2452,193965.78
2453,98055.555
2454,124086.83
2455,111020.36
2456,144472.4
2457,126501.76
2458,112760.89
2459,108411.19
2460,146456.11
2461,128781.31
2462,150199.06
2463,125220.7
2464,183536.64
2465,126471.87
2466,116080.26
2467,153137.39
2468,74425.64
2469,70135.52
2470,160783.73
2471,192481.61
2472,177452.81
2473,125490.14
2474,99293.805
2475,233769.72
2476,111114.586
2477,127266.195
2478,159549.23
2479,102032.055
2480,155706.22
2481,124285.484
2482,133170.33
2483,110875.19
2484,123636.97
2485,128534.38
2486,157136.58
2487,169548.23
2488,159448.38
2489,141779.4
2490,156039.39
2491,77664.336
2492,184587.19
2493,138458.05
2494,162163.95
2495,83623.04
2496,238283.39
2497,150436.84
2498,113758.27
2499,98201.82
2500,131044.42
2501,138404.77
2502,152807.58
2503,96459.71
2504,200545.11
2505,230372.44
2506,263095.34
2507,349393.9
2508,257641.05
2509,213787.16
2510,224760.25
2511,177713.88
2512,220671.39
2513,208040.44
2514,223245.31
2515,154418.9
2516,160167.73
2517,139122.12
2518,152860.44
2519,220903.55
2520,210031.47
2521,184667.81
2522,216975.25
2523,124068.85
2524,142181.36
2525,149918.92
2526,136681.05
2527,107028.01
2528,123039.38
2529,136303.17
2530,120697.58
2531,223728.75
2532,225980.88
2533,206530.67
2534,238666.1
2535,341479.0
2536,245345.73
2537,224972.28
2538,186618.55
2539,179529.89
2540,175252.05
2541,179845.2
2542,160074.44
2543,126712.85
2544,130012.43
2545,131928.9
2546,136944.69
2547,136810.42
2548,153977.23
2549,162997.9
2550,350771.62
2551,146760.38
2552,130069.76
2553,78004.8
2554,109136.92
2555,123875.92
2556,101376.06
2557,112280.35
2558,158475.36
2559,132745.11
2560,143278.52
2561,153922.0
2562,144020.53
2563,161010.86
2564,180928.78
2565,135605.97
2566,162795.16
2567,135359.2
2568,212866.66
2569,189779.33
2570,125099.84
2571,176138.75
2572,174393.31
2573,231929.22
2574,304426.72
2575,126367.5
2576,130620.836
2577,168647.48
2578,85874.875
2579,74575.39
2580,121933.984
2581,120361.195
2582,115916.836
2583,287512.38
2584,168200.72
2585,181418.45
2586,203061.4
2587,195525.23
2588,155715.16
2589,149460.03
2590,218052.8
2591,223067.27
2592,221435.38
2593,264998.12
2594,180859.47
2595,197620.92
2596,353311.56
2597,185402.55
2598,281158.47
2599,328465.28
2600,171495.88
2601,148401.72
2602,79517.94
2603,92052.02
2604,80882.195
2605,70114.5
2606,149256.44
2607,174604.75
2608,212687.53
2609,167679.9
2610,115107.68
2611,133256.16
2612,150557.3
2613,132529.7
2614,127137.164
2615,154972.45
2616,141515.47
2617,172290.1
2618,176145.67
2619,206358.52
2620,192565.0
2621,177492.7
2622,183770.28
2623,214151.27
2624,273611.97
2625,314626.16
2626,167368.83
2627,171329.77
2628,426561.16
2629,559564.2
2630,347863.34
2631,442011.3
2632,437876.16
2633,321524.47
2634,372158.12
2635,158139.7
2636,185164.16
2637,180699.92
2638,256670.47
2639,189321.03
2640,152169.1
2641,106353.77
2642,191246.03
2643,113062.1
2644,122934.72
2645,99481.67
2646,94987.01
2647,102507.81
2648,141746.89
2649,140663.7
2650,146522.16
2651,144945.97
2652,426376.88
2653,239035.02
2654,238630.56
2655,339195.16
2656,300996.8
2657,337905.06
2658,279387.44
2659,304198.72
2660,334033.1
2661,322885.88
2662,278127.72
2663,277337.3
2664,289807.47
2665,320558.22
2666,304780.78
2667,166923.8
2668,175245.89
2669,176629.06
2670,282216.56
2671,179619.39
2672,180520.88
2673,208306.25
2674,203781.05
2675,176252.2
2676,180212.77
2677,194189.73
2678,259190.56
2679,279209.84
2680,274619.97
2681,382091.28
2682,337534.47
2683,512046.84
2684,316066.97
2685,367218.94
2686,269090.66
2687,350124.4
2688,214809.16
2689,227764.12
2690,486593.72
2691,195192.73
2692,128715.56
2693,192130.28
2694,124579.85
2695,183349.0
2696,175724.9
2697,187444.66
2698,195668.6
2699,173739.6
2700,161751.86
2701,140119.58
2702,114816.28
2703,135651.78
2704,137505.61
2705,122730.24
2706,119955.85
2707,127194.99
2708,138986.1
2709,123320.375
2710,127415.05
2711,308300.5
2712,375585.84
2713,174723.58
2714,147481.62
2715,172335.42
2716,163068.23
2717,180720.78
2718,229962.84
2719,159937.33
2720,156923.56
2721,139997.08
2722,154805.72
2723,144254.9
2724,132605.31
2725,134826.84
2726,148116.94
2727,190818.02
2728,172730.1
2729,148500.27
2730,147495.1
2731,123242.984
2732,120829.42
2733,158416.03
2734,126078.305
2735,134748.23
2736,143990.48
2737,125047.28
2738,127985.875
2739,159131.98
2740,147122.45
2741,149043.58
2742,156443.58
2743,150570.19
2744,155742.47
2745,151282.14
2746,140021.56
2747,160926.44
2748,129279.24
2749,129564.47
2750,141768.8
2751,140148.66
2752,212758.89
2753,165471.6
2754,216762.23
2755,121062.45
2756,101097.21
2757,82564.05
2758,85005.22
2759,165731.73
2760,132719.4
2761,140783.25
2762,148158.4
2763,187509.27
2764,162257.16
2765,263756.3
2766,144719.95
2767,96411.66
2768,127389.22
2769,119575.47
2770,144746.19
2771,116177.89
2772,118975.99
2773,154649.48
2774,144916.02
2775,123804.555
2776,147945.86
2777,139940.7
2778,124967.18
2779,124782.84
2780,104543.45
2781,94427.96
2782,90435.71
2783,107331.29
2784,130089.15
2785,126771.1
2786,73549.88
2787,116679.34
2788,72992.0
2789,198158.28
2790,88576.51
2791,117932.95
2792,56419.094
2793,180268.08
2794,104494.72
2795,125618.94
2796,97226.96
2797,219277.75
2798,130480.24
2799,125487.36
2800,68952.65
2801,108844.82
2802,137981.12
2803,144878.75
2804,142074.31
2805,92704.33
2806,76576.96
2807,142787.9
2808,146976.42
2809,131683.67
2810,145627.5
2811,156625.7
2812,148010.05
2813,151338.08
2814,153489.17
2815,96763.83
2816,266437.12
2817,147446.72
2818,126016.97
2819,174777.95
2820,127408.35
2821,110128.3
2822,206223.08
2823,258489.73
2824,190941.16
2825,147785.83
2826,126919.85
2827,139647.53
2828,199245.83
2829,185569.48
2830,217969.78
2831,180185.42
2832,226981.69
2833,310391.38
2834,219414.25
2835,220808.72
2836,192400.25
2837,164277.73
2838,142918.45
2839,175169.23
2840,196636.03
2841,204878.78
2842,221608.86
2843,148719.2
2844,158350.98
2845,122305.4
2846,213216.27
2847,196955.44
2848,218021.05
2849,211321.88
2850,270342.53
2851,240646.27
2852,219622.1
2853,251508.8
2854,139112.25
2855,201940.58
2856,208513.38
2857,185037.52
2858,190713.92
2859,124664.04
2860,127341.63
2861,122626.71
2862,195996.86
2863,124190.78
2864,254300.3
2865,141664.78
2866,130211.44
2867,99434.78
2868,98671.15
2869,119490.195
2870,139926.25
2871,97740.68
2872,52155.91
2873,103200.46
2874,141273.1
2875,119629.83
2876,157044.95
2877,143328.11
2878,180135.53
2879,138622.06
2880,95883.984
2881,150396.78
2882,172869.77
2883,182436.61
2884,179426.0
2885,210673.53
2886,212060.23
2887,96971.016
2888,129713.86
2889,52525.96
2890,85808.29
2891,130701.266
2892,54091.18
2893,96838.63
2894,52482.664
2895,337145.1
2896,281261.88
2897,216039.72
2898,159616.8
2899,217667.12
2900,162591.45
2901,203235.2
2902,185360.56
2903,350518.78
2904,354249.1
2905,106768.08
2906,193533.1
2907,112663.055
2908,134620.53
2909,139754.03
2910,80384.22
2911,79137.05
2912,147654.81
2913,80082.64
2914,73118.47
2915,76425.98
2916,78136.08
2917,154498.73
2918,111185.695
2919,207285.94
